date,equal_weight,epo,ppp,icc_mvo_ex_post,proposed_historical,proposed_ex_post,proposed_historical_epo_n,proposed_historical_ppp_n,proposed_ex_post_msr_icc_n,proposed_ex_post_icc_n,proposed_ex_post_msr
2020-11-30,1.8892822122139639,1.6737245108735634,1.6479882070347904,2.065361464899421,1.5018421098586983,6.387119133075853,2.2251656624279614,2.1304261610837787,2.3165298812803594,3.0310986257676467,2.306826658367433
2020-12-31,1.9620860002855238,1.662068350369787,1.7210840748899787,2.154663873931046,1.4931158971709277,7.251949820121691,2.2542103629990784,2.2060209161027133,2.4152163124757786,3.1948633010426737,2.3934400650322925
2021-01-31,1.9451693103031278,1.65330864771184,1.7019974567612506,2.135182712733987,1.4422877953113562,7.3874395891668,2.225308532467996,2.172950533188003,2.356899607417882,3.195913843061974,2.3150864829230593
2021-02-28,2.071152108441913,1.6148588429747743,1.748887248344639,2.1932715874781445,1.5437932232585523,7.719313066559055,2.27242491556385,2.2706395455585175,2.44385667641984,3.3892187903949713,2.4041724506053037
2021-03-31,2.192580602398691,1.6937398113833484,1.8107032230687747,2.326501413581518,1.6737286375989975,8.554738193097286,2.437358264800143,2.419746671001307,2.6181188821792998,3.62371719848272,2.5986314331756204
2021-04-30,2.2975053781418695,1.6973457118715707,1.8974498918913643,2.4577833140590477,1.7461303558933225,9.311812240901203,2.593129462641383,2.5022954311664,2.742696423828441,3.8031176609737134,2.711752774721067
2021-05-31,2.3495207771104103,1.7055676721319462,1.9331363459012882,2.5356578776909355,1.7580552010200692,9.01269213074639,2.5992095905960113,2.541882383406982,2.7856433548777013,3.8769270245847562,2.744138174835244
2021-06-30,2.344049934442122,1.6829601537673897,1.9392665549473846,2.5346297524358725,1.7508339359025786,9.536321457861025,2.6252493181905328,2.5966314403879176,2.7687564269205818,3.9339577856560104,2.708079729866911
2021-07-31,2.3701457244013526,1.6983402637732703,1.9581967215457452,2.6024315007914858,1.6090380145548078,9.655928600658473,2.6624074707946788,2.64305786243524,2.825678269356605,4.034675443176843,2.758181100272385
2021-08-31,2.427141104348239,1.7234787069763229,2.0182751072432286,2.6898325839984514,1.6536340875381215,10.158170759627646,2.6698775050178916,2.6989553916976754,2.8981201020463967,4.11436549486417,2.828739207232251
2021-09-30,2.3294749496321967,1.6258731109642202,1.9478239497032501,2.563253345105242,1.53926722413701,9.853432094653359,2.5157744386748457,2.5340802867404744,2.7618994823022045,3.8855299536164027,2.6474408096475464
2021-10-31,2.4627238417039146,1.7348716991822104,2.071993541638886,2.755780914441542,1.80443344164331,10.538999076735243,2.656114975068262,2.67501589901592,2.9316198608859882,4.128850131031765,2.8391401432587773
2021-11-30,2.3981776180115064,1.69092048770351,2.027019258979247,2.6993265082829345,1.685079366350205,11.178480793794597,2.6117906718608275,2.648227639797772,2.8668977292694007,4.185803877044805,2.8117549317810298
2021-12-31,2.542466233021312,1.7728853606730735,2.1298110933305536,2.90000779746315,1.8207385737607384,11.708989071766734,2.7750545250651077,2.817118235388963,3.0636478362547943,4.504080652040354,3.007213736909259
2022-01-31,2.4311302473982925,1.6537782171016489,1.9404868844804626,2.8391927512890067,1.7176989581878395,10.848246785046111,2.586445941484577,2.6167002110885473,2.949279253229178,4.186739963402934,2.8862267930544623
2022-02-28,2.4038234084760655,1.6519491352458866,1.9275072685672352,2.8723429078529357,1.8004273970710758,9.788100996886493,2.5446446769031312,2.5670156252980463,2.8764240561802583,4.196407514473284,2.7698955947887374
2022-03-31,2.4562433584443406,1.7238011443296375,1.9999146633353264,3.081040733357011,1.8349954929647994,10.327602311017204,2.596384309814472,2.612374753827042,2.9476726934443698,4.36592930843965,2.80114716717995
2022-04-30,2.2794732424408113,1.616871026091463,1.873672418995421,2.9123198040376415,1.5399724230711427,9.081651402618268,2.392687646374324,2.4154499722480804,2.7485341702172343,4.080968795310348,2.6102138241725275
2022-05-31,2.3010750809416605,1.6305358923939837,1.9040580298494492,3.04961433082555,1.5727766371154777,9.714654680209431,2.418843604474501,2.4333051134591432,2.7661536061111094,4.138899477664133,2.6255824508983707
2022-06-30,2.0831785798602507,1.504775726565512,1.712488560582231,2.8969869921815734,1.575279329433145,8.63033191846417,2.2049997604263707,2.21499476812856,2.5674177460510355,3.7200039920957297,2.436495971375217
2022-07-31,2.2719130371346226,1.4901729635026744,1.8792563469489902,2.917151707087699,1.6818573228734999,10.018533741160422,2.44668588121711,2.4594903068830662,2.769824312802947,4.168251385252848,2.628575462719965
2022-08-31,2.1928035866504345,1.472969664582887,1.8835010160321741,2.8942478673380823,1.6911522790413611,9.796359519076047,2.330243944299995,2.347302752197051,2.6824701021873656,4.007929703140906,2.54567447794616
2022-09-30,1.9855356933025288,1.3566337672927047,1.730579108024701,2.7275948648905928,1.4044970337636216,8.72369057811881,2.0758538766612302,2.1242796346875497,2.448256527228902,3.6520821672009323,2.323404744034636
2022-10-31,2.172500408924989,1.4954550235537247,1.9413977493442767,3.0348575551450736,1.4586633880174735,9.275721618804356,2.2504117670252533,2.2997497962226063,2.6834955840841905,4.0990096242713285,2.54664142569441
2022-11-30,2.318098855140943,1.5686688170099192,2.0418060261211846,3.1901937936172726,1.6650237338125002,10.186025369022557,2.4335111310442596,2.4842199266090703,2.859705048379617,4.474327351843057,2.7138276357704774
2022-12-31,2.2007190993974683,1.5116575008046578,1.9262708430335211,3.0616325254690597,1.5255770372120554,9.241471597077323,2.3071091854326826,2.3577197897038444,2.7253426964508423,4.218217076446371,2.5862957761825567
2023-01-31,2.370950176379549,1.5384395537559006,1.9805682643311764,3.1705917995446633,1.6929421259687232,10.525825771462639,2.5020010511443544,2.5274459641954623,2.8942488424760637,4.585182231440121,2.745811568489061
2023-02-28,2.29305236018273,1.4971709626191878,1.9201362438785319,3.0789715665776916,1.6499986129509256,9.975199849957578,2.4364830404187576,2.463232005033537,2.818132544461515,4.470139213428349,2.6733928761839514
2023-03-31,2.2797133085369437,1.5074496801844501,1.9295384137645735,3.1100067476837694,1.6321054563026942,10.450025656373224,2.4953695402730345,2.526896794269816,2.8473348977374457,4.618710374846429,2.7025718514508146
