date,net_exposure,gross_exposure,turnover,cost,n_holdings,effective_n,max_weight,entropy,unpriced_weight
2015-02-28,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0009999999999999996,41,39.743533663742134,0.0254031929505631,3.6897246918639097,0.0
2015-03-31,0.9999999999999996,0.9999999999999996,0.0,0.0,41,39.64509199389634,0.02831448924285017,3.6886398644989065,0.0
2015-04-30,0.9999999999999996,0.9999999999999996,0.17361257906958488,0.00017361257906958486,42,38.760899307628016,0.0263094018696619,3.6762074251176573,0.0
2015-05-31,0.9999999999999996,0.9999999999999996,0.0,0.0,42,38.5438108914115,0.0321931250454644,3.6728236713137816,0.0
2015-06-30,0.9999999999999996,0.9999999999999996,0.0,0.0,42,38.532268464977385,0.029855604365782978,3.6725921905715797,0.0
2015-07-31,0.9999999999999983,0.9999999999999983,1.0282952084288361,0.001028295208428836,82,81.4120907980313,0.0124426909159314,4.402544862314771,0.0
2015-08-31,0.9999999999999982,0.9999999999999982,0.0,0.0,82,81.11842946367649,0.014225087669123301,4.400815280261188,0.0
2015-09-30,0.999999999999998,0.999999999999998,0.0,0.0,82,81.0534610983506,0.014738402423811888,4.400522365013824,0.0
2015-10-31,1.0000000000000002,1.0000000000000002,0.7893325715634105,0.0007893325715634105,57,56.54741667547404,0.0179957064645293,4.038552164867851,0.0
2015-11-30,1.0000000000000002,1.0000000000000002,0.0,0.0,57,56.235019702791504,0.019940446051011265,4.035558669632887,0.0
2015-12-31,1.0000000000000002,1.0000000000000002,0.0,0.0,57,56.16348195164469,0.021137697390983853,4.0350265954503,0.0
2016-01-31,1.0,1.0,0.26690584682096397,0.00026690584682096394,56,54.752609759994705,0.0183803409197045,4.006218751969093,0.0
2016-02-29,1.0,1.0,0.0,0.0,56,54.28457603468184,0.021741028796593762,4.001649542198509,0.0
2016-03-31,1.0,1.0,0.0,0.0,56,54.17216842534254,0.022537341878322136,4.00060132475314,0.0
2016-04-30,0.9999999999999977,0.9999999999999977,0.23827800679080197,0.00023827800679080197,57,55.416343790196755,0.0181059171316217,4.018797134213022,0.0
2016-05-31,0.9999999999999976,0.9999999999999976,0.0,0.0,57,55.100437783441436,0.019963646482482448,4.0156289212978376,0.0
2016-06-30,0.9999999999999978,0.9999999999999978,0.0,0.0,57,55.077329200054436,0.02121647756889633,4.015374273390974,0.0
2016-07-31,0.9999999999999973,0.9999999999999973,0.2714151680259015,0.00027141516802590146,60,59.914938014739505,0.0167642807823587,4.0935606731854834,0.0
2016-08-31,0.9999999999999976,0.9999999999999976,0.0,0.0,60,59.64146412564461,0.02107707113367772,4.091326119783876,0.0
2016-09-30,0.9999999999999977,0.9999999999999977,0.0,0.0,60,59.42218915089714,0.022128317429794438,4.089473320908163,0.0
2016-10-31,0.9999999999999987,0.9999999999999987,0.26443452748777496,0.00026443452748777495,61,59.73699596256041,0.0168308183849079,4.095182270103805,0.0
2016-11-30,0.9999999999999984,0.9999999999999984,0.0,0.0,61,59.50373644878913,0.019134305015056006,4.093248135546309,0.0
2016-12-31,0.9999999999999984,0.9999999999999984,0.0,0.0,61,59.31125613424868,0.019769999523681886,4.091784936570951,0.0
2017-01-31,0.9999999999999984,0.9999999999999984,0.25287585661913664,0.00025287585661913663,57,55.957072642694435,0.0179819351898342,4.026914218024267,0.0
2017-02-28,0.9999999999999986,0.9999999999999986,0.0,0.0,57,55.76937257588134,0.021366088710570063,4.025239735155154,0.0
2017-03-31,0.9999999999999984,0.9999999999999984,0.0,0.0,57,55.664936578233586,0.021135723773747568,4.0243130499000355,0.0
2017-04-30,0.9999999999999994,0.9999999999999994,0.24915420112258882,0.0002491542011225888,63,61.094589360916515,0.0168297552734623,4.123827409885115,0.0
2017-05-31,0.9999999999999996,0.9999999999999996,0.0,0.0,63,60.98383398586059,0.018319706536885548,4.123001264281766,0.0
2017-06-30,0.9999999999999993,0.9999999999999993,0.0,0.0,63,60.75152058804508,0.020187987345969854,4.121366873348684,0.0
2017-07-31,0.9999999999999991,0.9999999999999991,0.26280662683119893,0.0002628066268311989,58,57.84409020191375,0.0174103672933492,4.0589560607983115,0.0
2017-08-31,0.9999999999999989,0.9999999999999989,0.0,0.0,58,57.65830097493095,0.02113403753546123,4.0574134160502,0.0
2017-09-30,0.9999999999999989,0.9999999999999989,0.0,0.0,58,57.42508227493503,0.020885182155388704,4.055315926304158,0.0
2017-10-31,0.9999999999999969,0.9999999999999969,0.31052623455904016,0.00031052623455904015,66,64.70106434382708,0.015586224470091,4.172613299503282,0.0
2017-11-30,0.9999999999999969,0.9999999999999969,0.0,0.0,66,64.515003342864,0.017076666953185958,4.171216891531775,0.0
2017-12-31,0.9999999999999969,0.9999999999999969,0.0,0.0,66,64.36508489567795,0.018093677458752067,4.1699253137965355,0.0
2018-01-31,0.9999999999999997,0.9999999999999997,0.1936842845527551,0.0001936842845527551,63,61.24191083331194,0.0164703027650024,4.1222169744406285,0.0
2018-02-28,0.9999999999999997,0.9999999999999997,0.0,0.0,63,61.09287080790554,0.02063259459151357,4.121325352380201,0.0
2018-03-31,0.9999999999999997,0.9999999999999997,0.0,0.0,63,60.84576453247546,0.020524167191446795,4.119374368327887,0.0
2018-04-30,1.0000000000000007,1.0000000000000007,0.25075300065973066,0.00025075300065973067,67,64.77174298708037,0.0155840392341761,4.177061384257341,0.0
2018-05-31,1.0000000000000007,1.0000000000000007,0.0,0.0,67,64.52129447520583,0.017996090806877425,4.1751214817380085,0.0
2018-06-30,1.0000000000000007,1.0000000000000007,0.0,0.0,67,64.22693770577249,0.019630588784367246,4.172886610026907,0.0
2018-07-31,1.0000000000000002,1.0000000000000002,0.24561364328334245,0.00024561364328334244,72,70.9878259807758,0.0141774490021586,4.266847245091931,0.0
2018-08-31,1.0000000000000002,1.0000000000000002,0.0,0.0,72,70.72399154048315,0.01627256501865566,4.264851431834338,0.0
2018-09-30,1.0000000000000004,1.0000000000000004,0.0,0.0,72,70.5314878204466,0.01657376885937499,4.2632876522512815,0.0
2018-10-31,0.999999999999997,0.999999999999997,0.15095061813577668,0.00015095061813577668,72,70.53644893640784,0.0142234917205331,4.259439921574318,0.0
2018-11-30,0.9999999999999969,0.9999999999999969,0.0,0.0,72,70.00549660141326,0.018319962167929638,4.255674945211067,0.0
